<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<MA_8>,<MA_16>,<turn 8 5 3 6 0 False>,<turn 8 3 3 6 0 False>,<turn 16 8 8 0 10 False>,<MA_12>,<turn 12 5 3 6 0 False>,<turn 12 3 3 6 0 False>,<turn 8 5 3 6 10.0 False>,<turn 8 3 3 6 10.0 False>,<turn 12 5 3 6 10.0 False>,<turn 12 3 3 6 10.0 False>,<turn 16 5 3 6 10.0 False>,<turn 16 3 3 6 10.0 False>
2009-11-09 08:00:00,47.6078,47.7227,47.3358,47.5232,17003.0,47.53848,47.895070000000004,0.0,0.0,0.0,47.74888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-09 12:00:00,47.5232,47.9826,47.1242,47.8799,112930.0,47.49884,47.83114000000001,0.0,0.0,0.0,47.69292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-09 16:00:00,47.8799,48.4723,47.8678,48.0008,145427.0,47.45552,47.76474,-47.45552,-47.45552,0.0,47.63216,-47.63216,-47.63216,-47.45552,-47.45552,-47.63216,-47.63216,0.0,0.0
2009-11-09 20:00:00,48.0008,48.03100000000001,47.8496,48.0189,8172.0,47.51144,47.750029999999995,0.0,0.0,0.0,47.63565,0.0,0.0,0.0,0.0,0.0,0.0,-47.750029999999995,-47.750029999999995
2009-11-10 00:00:00,48.0189,48.0552,47.6985,47.7529,3320.0,47.60935,47.75625,0.0,0.0,0.0,47.66379000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-10 04:00:00,47.7529,47.8919,47.498999999999995,47.5957,5207.0,47.72169,47.76825,0.0,0.0,0.0,47.7013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-10 08:00:00,47.5957,48.0854,47.4869,47.903999999999996,18088.0,47.77643,47.75065,0.0,0.0,0.0,47.69959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-10 12:00:00,47.903999999999996,48.6658,47.8436,48.2728,111969.0,47.77205,47.71824,0.0,0.0,-47.71824,47.67998,0.0,0.0,0.0,0.0,0.0,0.0,-47.71824,-47.71824
2009-11-10 16:00:00,48.2728,48.3695,47.0879,47.7589,428777.0,47.81419,47.72766,0.0,0.0,0.0,47.71842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-10 20:00:00,47.7589,47.8617,47.5232,47.7469,12625.0,47.9225,47.78496,47.9225,47.9225,0.0,47.81963,0.0,0.0,47.9225,47.9225,0.0,0.0,0.0,0.0
2009-11-11 00:00:00,47.7469,47.9403,47.6683,47.7106,3014.0,47.89814000000001,47.7809,0.0,0.0,0.0,47.83923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-11 04:00:00,47.7106,47.8134,47.5171,47.8073,9824.0,47.86457,47.778999999999996,0.0,0.0,0.0,47.84575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-11 08:00:00,47.8073,48.1096,47.6078,48.037,19117.0,47.82662,47.7778,0.0,0.0,0.0,47.83459000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.7778
2009-11-11 12:00:00,48.037,48.4179,47.8194,48.03100000000001,334687.0,47.818220000000004,47.79286,0.0,-47.818220000000004,0.0,47.83351,0.0,-47.83351,0.0,-47.818220000000004,0.0,0.0,0.0,0.0
2009-11-11 16:00:00,48.03100000000001,48.0673,47.498999999999995,47.903999999999996,582895.0,47.86675,47.836909999999996,0.0,0.0,0.0,47.8652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-11 20:00:00,47.903999999999996,47.9705,47.8557,47.9161,267669.0,47.90605,47.871759999999995,0.0,0.0,0.0,47.88938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-12 00:00:00,47.9161,48.1761,47.898,47.9343,3097.0,47.90503,47.88265,0.0,0.0,0.0,47.89209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-12 04:00:00,47.9343,48.0975,47.7952,47.7952,2750.0,47.90671,47.89078,0.0,0.0,0.0,47.8979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-12 08:00:00,47.7952,47.9403,47.5171,47.5292,17285.0,47.92234000000001,47.89879000000001,47.92234000000001,47.92234000000001,47.89879000000001,47.90783,47.90783,47.90783,47.92234000000001,47.92234000000001,47.90783,47.90783,47.89879000000001,47.89879000000001
2009-11-12 12:00:00,47.5292,47.6018,46.6405,46.7917,449950.0,47.90218,47.8874,0.0,0.0,0.0,47.89403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-12 16:00:00,46.7917,46.8098,46.2839,46.4531,4197223.0,47.82157,47.84535,0.0,0.0,0.0,47.83675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-12 20:00:00,46.4531,46.5861,46.2536,46.5499,12303.0,47.58211,47.72,0.0,0.0,0.0,47.67082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13 00:00:00,46.5317,46.5801,45.9453,46.5015,12333.0,47.29562,47.56384,0.0,0.0,0.0,47.47178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13 04:00:00,46.5015,46.6284,46.4169,46.6224,13719.0,47.07059,47.42648,0.0,0.0,0.0,47.30157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13 08:00:00,46.6224,46.9489,46.5861,46.6889,14341.0,46.8805,47.29339,0.0,0.0,0.0,47.1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13 12:00:00,46.6889,46.7494,45.6854,46.2053,827330.0,46.75624000000001,47.18484,0.0,0.0,0.0,47.01713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13 16:00:00,46.1992,46.6466,46.036,46.0844,1399568.0,46.68268,47.09625,0.0,0.0,0.0,46.91738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13 20:00:00,46.0844,46.2657,46.0783,46.2476,7958.0,46.5349,46.95792,0.0,0.0,0.0,46.75958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-16 04:00:00,46.6708,46.8159,46.6405,46.7494,3368.0,46.40594,46.81745,-46.40594,-46.40594,0.0,46.6076,0.0,0.0,-46.40594,-46.40594,0.0,0.0,0.0,0.0
2009-11-16 08:00:00,46.7494,46.8824,46.6405,46.6889,11278.0,46.44743,46.75794000000001,0.0,0.0,0.0,46.56916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-16 12:00:00,46.6829,47.7227,46.3141,47.6985,130769.0,46.50974,46.716029999999996,0.0,0.0,0.0,46.55878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-16 16:00:00,47.6985,47.992,47.2934,47.6262,146856.0,46.54904000000001,46.67576,0.0,0.0,-46.67576,46.55336,-46.55336,-46.55336,0.0,0.0,-46.55336,-46.55336,-46.67576,-46.67576
2009-11-16 20:00:00,47.6262,47.7462,47.5243,47.6802,4619.0,46.80984,46.76488,0.0,0.0,0.0,46.71845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-17 00:00:00,47.6802,47.7702,47.4343,47.4643,1437.0,47.02131,46.84702,0.0,0.0,0.0,46.87024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-17 04:00:00,47.4643,47.6382,47.4463,47.5843,1059.0,47.2169,46.93763,0.0,0.0,0.0,47.01965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-17 08:00:00,47.5843,47.5903,47.3204,47.4044,7544.0,47.33698,47.00472,0.0,0.0,0.0,47.1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-17 12:00:00,47.4044,47.7822,47.2185,47.5243,51027.0,47.44858,47.08835,0.0,0.0,0.0,47.22706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-17 16:00:00,47.5243,48.1659,47.3564,47.7762,63809.0,47.47854,47.150420000000004,0.0,0.0,0.0,47.29246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-17 20:00:00,47.7762,48.034,47.7522,47.9621,7942.0,47.51477,47.22208,0.0,0.0,0.0,47.36628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-18 00:00:00,47.9621,48.2199,47.9261,47.9381,2055.0,47.58545,47.315509999999996,0.0,0.0,0.0,47.46815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-18 04:00:00,47.9381,48.2079,47.8721,48.093999999999994,1642.0,47.66708,47.42165,0.0,0.0,0.0,47.5784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-18 08:00:00,48.1,48.4598,48.01600000000001,48.3638,10254.0,47.73604,47.51423,0.0,0.0,0.0,47.66088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-18 12:00:00,48.3638,48.4898,47.8721,48.123999999999995,220313.0,47.83232,47.61619,0.0,0.0,0.0,47.75202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-18 16:00:00,48.123999999999995,48.3938,47.5123,47.9561,584391.0,47.975559999999994,47.7388,0.0,0.0,0.0,47.86643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-18 20:00:00,47.9561,48.153999999999996,47.9501,48.088,185556.0,48.04053,47.81729,0.0,0.0,0.0,47.9224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-19 00:00:00,48.088,48.1,47.8541,47.8961,2024.0,48.05319,47.86102,0.0,0.0,0.0,47.94709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-19 04:00:00,47.8961,48.2079,47.8541,47.8961,3334.0,48.079840000000004,47.91083,48.079840000000004,48.079840000000004,0.0,47.98783,0.0,0.0,48.079840000000004,48.079840000000004,0.0,0.0,0.0,0.0
2009-11-19 08:00:00,47.9021,47.9021,47.5603,47.6562,32948.0,48.04819000000001,47.92821,0.0,0.0,0.0,47.99383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-19 12:00:00,47.6502,48.04600000000001,46.5708,46.6068,139644.0,48.014540000000004,47.93738,0.0,0.0,47.93738,47.99521,47.99521,47.99521,0.0,0.0,47.99521,47.99521,47.93738,47.93738
2009-11-19 16:00:00,46.6068,47.2364,46.5408,46.9006,1303596.0,47.92658,47.91542000000001,0.0,0.0,0.0,47.95376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-19 20:00:00,46.9006,47.0505,46.8527,46.9606,8152.0,47.61475,47.77052,0.0,0.0,0.0,47.74864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-20 00:00:00,46.9606,47.0326,46.9006,46.9966,1816.0,47.40969000000001,47.66809,0.0,0.0,0.0,47.60048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-20 04:00:00,46.9966,47.1285,46.7747,46.8646,3975.0,47.2586,47.576859999999996,0.0,0.0,0.0,47.47278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-20 08:00:00,46.8646,47.0026,46.4749,46.4988,15834.0,47.14783,47.49445,0.0,0.0,0.0,47.36346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-20 12:00:00,46.4988,46.5048,46.0311,46.138999999999996,410022.0,47.03438,47.39951,0.0,0.0,0.0,47.2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-20 16:00:00,46.138999999999996,46.7267,46.1151,46.4869,650714.0,46.87362,47.26638,0.0,0.0,0.0,47.0879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-20 20:00:00,46.4869,46.6548,46.4629,46.5768,8735.0,46.67173,47.10032,0.0,0.0,0.0,46.89846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-23 04:00:00,46.9366,47.0805,46.8646,46.9726,3699.0,46.59612,46.98859,-46.59612,-46.59612,0.0,46.78799,0.0,0.0,-46.59612,-46.59612,0.0,0.0,0.0,0.0
2009-11-23 08:00:00,46.9726,47.1225,46.9306,47.0026,32118.0,46.65275,46.94044,0.0,0.0,0.0,46.76554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-23 12:00:00,47.0026,47.9201,46.9426,47.6322,547783.0,46.70823,46.90508,0.0,0.0,0.0,46.76339,-46.76339,-46.76339,0.0,0.0,-46.76339,-46.76339,0.0,0.0
2009-11-23 16:00:00,47.6322,47.7402,46.265,46.5528,2770779.0,46.768370000000004,46.88347,0.0,0.0,0.0,46.77769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-23 20:00:00,46.5528,46.6188,46.4269,46.4269,365527.0,46.967259999999996,46.94419,46.967259999999996,46.967259999999996,0.0,46.90039,46.90039,46.90039,46.967259999999996,46.967259999999996,46.90039,46.90039,0.0,46.94419
2009-11-24 00:00:00,46.4269,46.4988,46.301,46.4809,5045.0,46.90862,46.88029,0.0,0.0,0.0,46.85726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-24 04:00:00,46.4809,46.6488,46.1031,46.3129,8766.0,46.83067,46.81288,0.0,0.0,0.0,46.79545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-24 08:00:00,46.3129,46.5528,46.163000000000004,46.187,23040.0,46.766709999999996,46.76262,0.0,0.0,0.0,46.74802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-24 12:00:00,46.187,46.5288,45.3355,45.6053,1019114.0,46.65592,46.70304,0.0,0.0,0.0,46.6809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-24 16:00:00,45.6113,45.8032,45.3475,45.6533,2216532.0,46.52199,46.638490000000004,0.0,0.0,0.0,46.60317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-24 20:00:00,45.6533,45.7193,45.4314,45.5454,384094.0,46.28095,46.50929,0.0,0.0,0.0,46.44556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-25 00:00:00,45.5454,45.5813,45.4374,45.5813,3640.0,46.08706,46.39451,0.0,0.0,0.0,46.30579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-25 04:00:00,45.5813,45.8572,45.5154,45.8092,5798.0,45.90667,46.27666,0.0,0.0,0.0,46.15565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-25 08:00:00,45.8092,45.9292,45.4674,45.7253,39075.0,45.79222,46.17369,0.0,0.0,0.0,46.0231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-25 12:00:00,45.7253,45.8932,45.2755,45.4734,185994.0,45.7554,46.10698,0.0,0.0,0.0,45.94298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-25 16:00:00,45.4734,46.7927,45.4194,46.7687,2352064.0,45.7171,46.03546,0.0,0.0,0.0,45.86488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-25 20:00:00,46.7687,46.8227,46.5828,46.6248,7388.0,45.643809999999995,45.93735,-45.643809999999995,-45.643809999999995,-45.93735,45.76439,-45.76439,-45.76439,-45.643809999999995,-45.643809999999995,-45.76439,-45.76439,-45.93735,-45.93735
2009-11-26 00:00:00,46.6248,46.6248,46.4149,46.4869,2072.0,45.881679999999996,45.99908,0.0,0.0,0.0,45.89087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-26 04:00:00,46.4869,46.5408,46.0851,46.25899999999999,8383.0,46.07142,46.045120000000004,0.0,0.0,0.0,45.99243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-26 08:00:00,46.253,46.4029,46.0971,46.205,9728.0,46.20236,46.077490000000004,0.0,0.0,0.0,46.07024000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-26 12:00:00,46.205,46.3489,45.6053,45.6413,14767.0,46.25816,46.08614,0.0,0.0,0.0,46.11199000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-26 16:00:00,45.6413,45.8692,45.6233,45.7133,5409.0,46.28364000000001,46.09928,46.28364000000001,46.28364000000001,0.0,46.14712,46.14712,46.14712,46.28364000000001,46.28364000000001,46.14712,46.14712,46.09928,46.09928
2009-11-27 00:00:00,45.6113,45.8512,45.4794,45.5813,5725.0,46.16654000000001,46.04865,0.0,0.0,0.0,46.0953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-27 04:00:00,45.5813,45.5813,44.2561,44.328,20632.0,46.04742,46.00028,0.0,0.0,0.0,46.03848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-27 08:00:00,44.328,44.6518,43.4045,44.4959,137454.0,45.92481,45.95477,0.0,0.0,0.0,45.97759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-27 12:00:00,44.4959,45.2635,43.7643,45.2395,105176.0,45.52069,45.76719,0.0,0.0,0.0,45.72341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-27 16:00:00,45.2395,45.7493,45.1616,45.5454,1101448.0,45.22168,45.61304000000001,0.0,0.0,0.0,45.51114000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30 04:00:00,45.9771,46.0311,45.5154,46.0191,5183.0,45.14705,45.55457,-45.14705,-45.14705,-45.55457,45.4301,-45.4301,-45.4301,-45.14705,-45.14705,-45.4301,-45.4301,-45.55457,-45.55457
2009-11-30 08:00:00,46.0191,46.0311,45.5514,45.5693,15693.0,45.27098,45.58591,0.0,0.0,0.0,45.46877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30 12:00:00,45.5693,46.133,45.0536,45.9411,822683.0,45.41191,45.61903,0.0,0.0,0.0,45.50744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30 16:00:00,45.9411,46.7687,45.4614,46.283,2049867.0,45.45805,45.59601,0.0,0.0,0.0,45.48652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30 20:00:00,46.283,46.4389,46.24100000000001,46.3969,9408.0,45.588809999999995,45.61849,0.0,0.0,0.0,45.53634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01 00:00:00,46.3969,46.4389,46.235,46.4209,3369.0,45.78638,45.67961,0.0,0.0,0.0,45.64575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01 04:00:00,46.4209,46.4629,46.181000000000004,46.3969,11681.0,45.98977,45.74818,0.0,0.0,0.0,45.7723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01 08:00:00,46.4029,47.0326,46.3969,46.9606,17134.0,46.14103,45.8223,0.0,0.0,0.0,45.90008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01 12:00:00,46.9606,47.2784,46.6728,47.1945,508019.0,46.23482,45.89581,0.0,0.0,0.0,46.0151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01 16:00:00,47.1765,47.3924,46.9366,47.0086,730880.0,46.42022,46.03554000000001,0.0,0.0,0.0,46.20577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01 20:00:00,47.0086,47.0146,46.6368,46.7627,285533.0,46.62628,46.19547,0.0,0.0,0.0,46.41197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 00:00:00,46.7507,47.0146,46.7027,46.9546,4365.0,46.762879999999996,46.328509999999994,0.0,0.0,0.0,46.55582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 04:00:00,46.9546,47.1225,46.7927,46.8706,3453.0,46.80219,46.42115,0.0,0.0,0.0,46.62778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 08:00:00,46.8706,46.8886,46.5048,46.5768,25444.0,46.86432,46.5294,0.0,0.0,0.0,46.71174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 12:00:00,46.5768,46.8227,46.175,46.253,266609.0,46.88913,46.61768,46.88913,46.88913,0.0,46.77024,0.0,0.0,46.88913,46.88913,0.0,0.0,0.0,0.0
2009-12-02 16:00:00,46.253,46.253,45.7073,45.9891,1498691.0,46.83549,46.65269,0.0,0.0,46.65269,46.77262,46.77262,46.77262,0.0,0.0,46.77262,46.77262,46.65269,46.65269
2009-12-02 20:00:00,45.9891,46.0431,45.8272,46.0191,8898.0,46.70557,46.6343,0.0,0.0,0.0,46.71227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-03 00:00:00,46.0131,46.133,45.9831,46.121,3330.0,46.521159999999995,46.577420000000004,0.0,0.0,0.0,46.60732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-03 04:00:00,46.121,46.271,45.9711,46.235,13053.0,46.36908,46.523270000000004,0.0,0.0,0.0,46.50984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-03 08:00:00,46.235,46.4689,46.1151,46.157,18176.0,46.27328,46.48186,0.0,0.0,0.0,46.43387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-03 12:00:00,46.157,46.4329,45.2935,45.6893,1456357.0,46.22748,46.44981,0.0,0.0,0.0,46.37929000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-03 16:00:00,45.6893,46.157,45.6773,45.7912,1379958.0,46.178670000000004,46.406420000000004,0.0,0.0,0.0,46.31486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-03 20:00:00,45.7912,45.8032,45.4074,45.5514,11876.0,46.04808,46.30893,0.0,0.0,0.0,46.18877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-04 00:00:00,45.5514,45.6173,45.3415,45.5034,2945.0,45.97295,46.228629999999995,0.0,0.0,0.0,46.09743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-04 04:00:00,45.5094,45.7732,45.4854,45.6473,3250.0,45.86635,46.12475,0.0,0.0,0.0,45.98481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-04 08:00:00,45.6473,45.7013,45.3175,45.4374,10624.0,45.769909999999996,46.02219,0.0,0.0,0.0,45.8811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-04 12:00:00,45.4374,46.7087,45.4134,45.9112,538453.0,45.71744,45.94652,0.0,0.0,0.0,45.81714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-04 16:00:00,45.9112,46.0791,44.8857,45.3055,1144024.0,45.628479999999996,45.857409999999994,0.0,0.0,0.0,45.73656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-04 20:00:00,45.3055,45.4734,45.2455,45.3894,781583.0,45.66381,45.83559,0.0,0.0,0.0,45.74349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-07 04:00:00,45.3655,45.5034,45.3055,45.4014,1926.0,45.57352,45.74868,0.0,0.0,0.0,45.66161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-07 08:00:00,45.4014,45.4074,44.7118,44.8198,19506.0,45.52022,45.68096,0.0,0.0,0.0,45.59773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-07 12:00:00,44.8198,45.0896,44.394,44.6938,128938.0,45.4839,45.62852,0.0,0.0,0.0,45.54767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-07 16:00:00,44.6938,45.0536,44.1961,44.316,906328.0,45.329159999999995,45.51631,0.0,0.0,0.0,45.41737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-07 20:00:00,44.316,44.5799,44.28,44.4959,8167.0,45.166740000000004,45.399809999999995,0.0,0.0,0.0,45.28582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-08 00:00:00,44.4899,44.6099,44.333999999999996,44.418,3163.0,44.943020000000004,45.24839,0.0,0.0,0.0,45.1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-08 04:00:00,44.424,44.5499,44.1661,44.1661,3851.0,44.79493,45.129909999999995,0.0,0.0,0.0,44.98835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-08 08:00:00,44.1661,44.5499,44.0582,44.1541,15137.0,44.65851,45.01566,0.0,0.0,0.0,44.86834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-08 12:00:00,44.1541,44.1541,43.5005,43.6204,464405.0,44.50609,44.8844,0.0,0.0,0.0,44.72311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-08 16:00:00,43.6204,44.0102,43.4765,43.5904,1039709.0,44.38265,44.76636,0.0,0.0,0.0,44.59326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-08 20:00:00,43.5904,43.8723,43.4345,43.8543,763240.0,44.17426,44.59681,0.0,0.0,0.0,44.40044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-09 00:00:00,43.8543,43.9742,43.6804,43.8783,3687.0,44.00868,44.43971,0.0,0.0,0.0,44.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-09 04:00:00,43.8783,43.9682,43.7523,43.8783,3918.0,43.9359,44.32806,0.0,0.0,0.0,44.12251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-09 08:00:00,43.8843,44.292,43.8783,44.1961,18589.0,43.89176,44.23141,0.0,0.0,0.0,44.04102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-09 12:00:00,44.1961,44.2081,43.1886,43.9202,329580.0,43.86112,44.14848,0.0,0.0,0.0,43.97953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-09 16:00:00,43.9202,43.9802,42.0552,42.4151,1057000.0,43.91659,44.113640000000004,0.0,0.0,0.0,43.98545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-09 20:00:00,42.4151,42.601000000000006,42.3491,42.583,10136.0,43.91708,44.05896,0.0,43.91708,0.0,43.95692,0.0,0.0,0.0,43.91708,0.0,0.0,0.0,0.0
2009-12-10 00:00:00,42.583,42.6909,42.3971,42.433,3997.0,43.589929999999995,43.8374,0.0,0.0,0.0,43.70675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-10 04:00:00,42.433,42.565,42.2411,42.553000000000004,4477.0,43.3484,43.65728,0.0,0.0,0.0,43.50679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-10 08:00:00,42.553000000000004,42.7269,42.2651,42.589,20758.0,43.10236,43.48023,0.0,0.0,0.0,43.30819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-10 12:00:00,42.589,42.8108,42.1572,42.43899999999999,589445.0,42.91512,43.33486,0.0,0.0,0.0,43.15359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-10 16:00:00,42.43899999999999,42.577,41.8634,42.2831,949112.0,42.772040000000004,43.20946,0.0,0.0,0.0,43.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-10 20:00:00,42.2831,42.3491,42.1752,42.2951,362523.0,42.63144000000001,43.07911,0.0,0.0,0.0,42.8938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
